,component,componentType,stage,testType,date,runNumber,passed,problems,result1_key,result1_value
100,20UPBBC0000101,OB_BARE_MODULE_CELL,QC,Visual_Inspection,05/09/2022,1.0,True,false,Pass/No_Pass,True
101,20UPBBC0000102,OB_BARE_MODULE_CELL,QC,Visual_Inspection,05/09/2022,1.0,True,false,Pass/No_Pass,True
102,20UPBBC0000103,OB_BARE_MODULE_CELL,QC,Visual_Inspection,05/09/2022,1.0,True,false,Pass/No_Pass,True
103,20UPBBC0000104,OB_BARE_MODULE_CELL,QC,Visual_Inspection,05/09/2022,1.0,True,false,Pass/No_Pass,True
104,20UPBBC0000105,OB_BARE_MODULE_CELL,QC,Visual_Inspection,05/09/2022,1.0,True,false,Pass/No_Pass,True
105,20UPBBC0000106,OB_BARE_MODULE_CELL,QC,Visual_Inspection,05/09/2022,1.0,True,false,Pass/No_Pass,True
106,20UPBBC0000107,OB_BARE_MODULE_CELL,QC,Visual_Inspection,05/09/2022,1.0,True,false,Pass/No_Pass,True
107,20UPBBC0000108,OB_BARE_MODULE_CELL,QC,Visual_Inspection,05/09/2022,1.0,True,false,Pass/No_Pass,True
108,20UPBBC0000109,OB_BARE_MODULE_CELL,QC,Visual_Inspection,05/09/2022,1.0,True,false,Pass/No_Pass,True
109,20UPBBC0000110,OB_BARE_MODULE_CELL,QC,Visual_Inspection,05/09/2022,1.0,True,false,Pass/No_Pass,True
110,20UPBBC0000111,OB_BARE_MODULE_CELL,QC,Visual_Inspection,03/05/2023,1.0,True,false,Pass/No_Pass,True
111,20UPBBC0000112,OB_BARE_MODULE_CELL,QC,Visual_Inspection,03/05/2023,1.0,True,false,Pass/No_Pass,True
112,20UPBBC0000113,OB_BARE_MODULE_CELL,QC,Visual_Inspection,03/05/2023,1.0,True,false,Pass/No_Pass,True
113,20UPBBC0000114,OB_BARE_MODULE_CELL,QC,Visual_Inspection,03/05/2023,1.0,True,false,Pass/No_Pass,True
114,20UPBBC0000115,OB_BARE_MODULE_CELL,QC,Visual_Inspection,03/05/2023,1.0,True,false,Pass/No_Pass,True
115,20UPBBC0000116,OB_BARE_MODULE_CELL,QC,Visual_Inspection,03/05/2023,1.0,True,false,Pass/No_Pass,True
116,20UPBBC0000117,OB_BARE_MODULE_CELL,QC,Visual_Inspection,03/05/2023,1.0,True,false,Pass/No_Pass,True
117,20UPBBC0000118,OB_BARE_MODULE_CELL,QC,Visual_Inspection,03/05/2023,1.0,True,false,Pass/No_Pass,True
118,20UPBBC0000119,OB_BARE_MODULE_CELL,QC,Visual_Inspection,03/05/2023,1.0,True,false,Pass/No_Pass,True
119,20UPBBC0000120,OB_BARE_MODULE_CELL,QC,Visual_Inspection,03/05/2023,1.0,True,false,Pass/No_Pass,True
120,20UPBBC0000121,OB_BARE_MODULE_CELL,QC,Visual_Inspection,03/05/2023,1.0,True,false,Pass/No_Pass,True
121,20UPBBC0000122,OB_BARE_MODULE_CELL,QC,Visual_Inspection,03/05/2023,1.0,True,false,Pass/No_Pass,True
122,20UPBBC0000123,OB_BARE_MODULE_CELL,QC,Visual_Inspection,03/05/2023,1.0,True,false,Pass/No_Pass,True
123,20UPBBC0000124,OB_BARE_MODULE_CELL,QC,Visual_Inspection,03/05/2023,1.0,True,false,Pass/No_Pass,True
124,20UPBBC0000125,OB_BARE_MODULE_CELL,QC,Visual_Inspection,03/05/2023,1.0,True,false,Pass/No_Pass,True
125,20UPBBC0000126,OB_BARE_MODULE_CELL,QC,Visual_Inspection,03/05/2023,1.0,True,false,Pass/No_Pass,True
126,20UPBBC0000127,OB_BARE_MODULE_CELL,QC,Visual_Inspection,03/05/2023,1.0,True,false,Pass/No_Pass,True
127,20UPBBC0000128,OB_BARE_MODULE_CELL,QC,Visual_Inspection,03/05/2023,1.0,True,false,Pass/No_Pass,True
128,20UPBBC0000129,OB_BARE_MODULE_CELL,QC,Visual_Inspection,03/05/2023,1.0,True,false,Pass/No_Pass,True
129,20UPBBC0000130,OB_BARE_MODULE_CELL,QC,Visual_Inspection,03/05/2023,1.0,True,false,Pass/No_Pass,True
130,20UPBBC0000131,OB_BARE_MODULE_CELL,QC,Visual_Inspection,03/05/2023,1.0,True,false,Pass/No_Pass,True
131,20UPBBC0000132,OB_BARE_MODULE_CELL,QC,Visual_Inspection,03/05/2023,1.0,True,false,Pass/No_Pass,True
132,20UPBBC0000133,OB_BARE_MODULE_CELL,QC,Visual_Inspection,03/05/2023,1.0,True,false,Pass/No_Pass,True
133,20UPBBC0000134,OB_BARE_MODULE_CELL,QC,Visual_Inspection,03/05/2023,1.0,True,false,Pass/No_Pass,True
