0.9622	0.9634	0.964	0.9638	0.9646	0.9647	0.9649	0.9649	0.9639	0.9639	0.964	0.964
1.004	1.0054	1.0058	1.0057	1.0069	1.0069	1.007	1.0069	1.0061	1.006	1.0061	1.0062
1.0464	1.0468	1.0477	1.048	1.0483	1.0482	1.0481	1.0484	1.048	1.048	1.048	1.048
1.088	1.0893	1.0895	1.0898	1.0908	1.0909	1.0905	1.0906	1.09	1.09	1.0901	1.09
1.1301	1.1315	1.132	1.1317	1.1325	1.1324	1.1325	1.1324	1.132	1.132	1.132	1.132
1.1722	1.1732	1.1739	1.174	1.175	1.1748	1.1748	1.1746	1.1739	1.174	1.174	1.174
1.2159	1.2155	1.2155	1.2158	1.2164	1.2166	1.2167	1.2168	1.216	1.216	1.216	1.216
1.2565	1.2577	1.2581	1.2581	1.259	1.259	1.2589	1.2589	1.2581	1.2581	1.2582	1.258
1.2981	1.2995	1.3	1.2999	1.3008	1.3008	1.3008	1.3008	1.3	1.3	1.3	1.3001
1.3392	1.3407	1.3415	1.3417	1.3425	1.342	1.343	1.343	1.3421	1.3423	1.3424	1.3421
1.3821	1.3834	1.3837	1.3837	1.384	1.384	1.3841	1.3841	1.384	1.384	1.384	1.384
1.4241	1.4251	1.4261	1.426	1.4269	1.4269	1.427	1.4269	1.426	1.426	1.426	1.426
1.4659	1.4669	1.4673	1.4674	1.468	1.468	1.468	1.468	1.4676	1.4675	1.4675	1.4673
1.5081	1.5099	1.5099	1.5095	1.5102	1.5107	1.5104	1.5101	1.51	1.5099	1.51	1.5099
1.5501	1.5516	1.5521	1.5519	1.553	1.553	1.5529	1.553	1.552	1.552	1.552	1.552
1.5915	1.5929	1.5936	1.5933	1.5944	1.5946	1.5946	1.5942	1.594	1.594	1.594	1.594
1.6339	1.635	1.6352	1.6354	1.6362	1.6361	1.636	1.6361	1.636	1.6359	1.636	1.6359
1.6757	1.6777	1.6773	1.6774	1.6781	1.6781	1.6781	1.6781	1.678	1.6779	1.6781	1.6781
1.7175	1.7189	1.7191	1.7192	1.7201	1.7206	1.7205	1.7203	1.7201	1.7201	1.7201	1.7201
1.7605	1.7616	1.7621	1.762	1.7631	1.7631	1.7631	1.7631	1.7622	1.7622	1.7621	1.7621
1.8015	1.803	1.8034	1.8032	1.8041	1.8041	1.8041	1.8041	1.8038	1.8038	1.8036	1.8035
1.8461	1.8458	1.8456	1.8456	1.8464	1.8461	1.8463	1.8463	1.8461	1.8461	1.8461	1.8461
1.8862	1.8872	1.8874	1.8873	1.8883	1.8887	1.8883	1.8881	1.8878	1.8881	1.8881	1.8881
1.9282	1.9289	1.9292	1.9296	1.9311	1.9309	1.9311	1.931	1.9302	1.9301	1.9302	1.9301
1.9706	1.9718	1.9722	1.9715	1.9721	1.9721	1.9723	1.9723	1.9721	1.9721	1.9721	1.972
2.0123	2.0135	2.0141	2.0138	2.0148	2.0149	2.0147	2.0147	2.0141	2.0141	2.0141	2.0141
2.0471	2.0471	2.0471	2.0471	2.0471	2.0471	2.0471	2.0471	2.0471	2.0471	2.0471	2.0471
2.0471	2.0471	2.0471	2.0471	2.0471	2.0471	2.0471	2.0471	2.0471	2.0471	2.0471	2.0471
