,serialNumber,stage
437,20UPBBB0002843,QC_BEFORE_NI_COATING
438,20UPBBB0002844,QC_BEFORE_NI_COATING
439,20UPBBB0002845,QC_BEFORE_NI_COATING
440,20UPBBB0002846,QC_BEFORE_NI_COATING
441,20UPBBB0002847,QC_BEFORE_NI_COATING
442,20UPBBB0002848,QC_BEFORE_NI_COATING
443,20UPBBB0002849,QC_BEFORE_NI_COATING
444,20UPBBB0002850,QC_BEFORE_NI_COATING
445,20UPBBB0002851,QC_BEFORE_NI_COATING
446,20UPBBB0002852,QC_BEFORE_NI_COATING
447,20UPBBB0002853,QC_BEFORE_NI_COATING
448,20UPBBB0002854,QC_BEFORE_NI_COATING
449,20UPBBB0002855,QC_BEFORE_NI_COATING
450,20UPBBB0002856,QC_BEFORE_NI_COATING
451,20UPBBB0002857,QC_BEFORE_NI_COATING
452,20UPBBB0002858,QC_BEFORE_NI_COATING
453,20UPBBB0002859,QC_BEFORE_NI_COATING
454,20UPBBB0002860,QC_BEFORE_NI_COATING
455,20UPBBB0002861,QC_BEFORE_NI_COATING
456,20UPBBB0002862,QC_BEFORE_NI_COATING
457,20UPBBB0002863,QC_BEFORE_NI_COATING
458,20UPBBB0002864,QC_BEFORE_NI_COATING
459,20UPBBB0002865,QC_BEFORE_NI_COATING
460,20UPBBB0002866,QC_BEFORE_NI_COATING
461,20UPBBB0002867,QC_BEFORE_NI_COATING
462,20UPBBB0002868,QC_BEFORE_NI_COATING
463,20UPBBB0002869,QC_BEFORE_NI_COATING
464,20UPBBB0002870,QC_BEFORE_NI_COATING
465,20UPBBB0002871,QC_BEFORE_NI_COATING
466,20UPBBB0002872,QC_BEFORE_NI_COATING
467,20UPBBB0002873,QC_BEFORE_NI_COATING
468,20UPBBB0002874,QC_BEFORE_NI_COATING
469,20UPBBB0002875,QC_BEFORE_NI_COATING
470,20UPBBB0002876,QC_BEFORE_NI_COATING
471,20UPBBB0002877,QC_BEFORE_NI_COATING
472,20UPBBB0002878,QC_BEFORE_NI_COATING
473,20UPBBB0002879,QC_BEFORE_NI_COATING
474,20UPBBB0002880,QC_BEFORE_NI_COATING
475,20UPBBB0002881,QC_BEFORE_NI_COATING
476,20UPBBB0002882,QC_BEFORE_NI_COATING
477,20UPBBB0002883,QC_BEFORE_NI_COATING
478,20UPBBB0002884,QC_BEFORE_NI_COATING
479,20UPBBB0002885,QC_BEFORE_NI_COATING
480,20UPBBB0002886,QC_BEFORE_NI_COATING
481,20UPBBB0002887,QC_BEFORE_NI_COATING
482,20UPBBB0002888,QC_BEFORE_NI_COATING
483,20UPBBB0002889,QC_BEFORE_NI_COATING
484,20UPBBB0002890,QC_BEFORE_NI_COATING
485,20UPBBB0002891,QC_BEFORE_NI_COATING
486,20UPBBB0002892,QC_BEFORE_NI_COATING
487,20UPBBB0002893,QC_BEFORE_NI_COATING
488,20UPBBB0002894,QC_BEFORE_NI_COATING
489,20UPBBB0002895,QC_BEFORE_NI_COATING
490,20UPBBB0002896,QC_BEFORE_NI_COATING
491,20UPBBB0002897,QC_BEFORE_NI_COATING
492,20UPBBB0002898,QC_BEFORE_NI_COATING
493,20UPBBB0002899,QC_BEFORE_NI_COATING
494,20UPBBB0002900,QC_BEFORE_NI_COATING
495,20UPBBB0002901,QC_BEFORE_NI_COATING
496,20UPBBB0002902,QC_BEFORE_NI_COATING
497,20UPBBB0002903,QC_BEFORE_NI_COATING
